input,label
"Find the root cause of the error ""TypeError: cannot concatenate 'str' and 'int' objects"".",0
"Identify the difference between a ""static"" and ""dynamic"" website.",0
"Complete the following definition of a 'daisy wheel printer':
A daisy wheel printer is a type of <noinput>",0
Write a paragraph about how technology is reshaping the education system.,0
"Add more information to the following statement
The company creates environmentally sustainable products",0
Describe an Impressionist painting,1
Describe the communication between two neurons.,0
"Generate a response to the following customer complaint: ""I'm not happy with the quality of your product and it's not as advertised.""",1
"Generate an analogy for the following object.
Computer",0
Come up with a list of a few activities to do today.,0
What is one use case for speech recognition technology?,0
"Predict a likely outcome for the following situation.
Two friends got into an argument about their college plans.",0
Construct an analogy to describe the relationship between two members of a family.,0
"Summarize the theme of the following movie and provide a movie rating.
The Social Network",1
Identify a way to sustainably manage water resources.,0
"Describe the following financial concept
Equity",0
In what ways can a person's day be improved?,0
"Investigate the origin of the following phrase - ""neither fish nor fowl"".",1
List 4 facts about polar bears,0
Compile a list of healthy lifestyle choices.,1
List three components of an ideal corporate culture.,1
Name three advantages of using Python for web development.,1
"Draft a tweet about the latest research paper
Abstract: Fine-tuning continuous prompts for target tasks has recently emerged as a compact alternative to full model fine-tuning. Motivated by these promising results, we investigate the feasibility of extracting a discrete (textual) interpretation of continuous prompts that is faithful to the problem they solve. In practice, we observe a ""wayward"" behavior between the task solved by continuous prompts and their nearest neighbor discrete projections: We can find continuous prompts that solve a task while being projected to an arbitrary text (e.g., definition of a different or even a contradictory task), while being within a very small (2%) margin of the best continuous prompt of the same size for the task. We provide intuitions behind this odd and surprising behavior, as well as extensive empirical analyses quantifying the effect of various parameters. For instance, for larger model sizes we observe higher waywardness, i.e, we can find prompts that more closely map to any arbitrary text with a smaller drop in accuracy. These findings have important implications relating to the difficulty of faithfully interpreting continuous prompts and their generalization across models and tasks, providing guidance for future progress in prompting language models.",0
"Create a birthday greeting.
For a 12 year old",0
Identify the biggest disadvantage of using a GPT language model,1
Generate a few conversation prompts for two people talking about a shared hobby.,1
"Using the kanban board below, develop a timeline for when tasks need to be completed.
To Do | Doing | Done
--- | --- | ---
Write software | Test software | Deploy software",0
"Consider the following scenario. What type of ethical framework would you apply to make a decision?
A new medical treatment has been proposed for a terminal disease. The treatment is highly experimental and the success rate is low, but it has the potential to save a large number of lives.",1
Generate a list of tips for a high school student about how to balance their time between studying and social activities.,0
"Find the meaning of the phrase ""the straw that broke the camel's back""",0
"How would you respond to this user question?
User: How do I get in touch with customer service?",0
Help this user understand what is the importance of backlinks.,0
Explain a quick and easy way for a person who is new to programming to get started.,1
Summarize the benefits of artificial intelligence (AI) and GPT-3 in business.,1
Generate a text summarizing the current trends in E-commerce.,1
"Write a paragraph about the concept of ""machine learning"".",1
Provide an example of a scenario where natural language processing (NLP) is used.,0
"Tell me one interesting fact about the given subject.
Nikola Tesla",0
Calculate the root-mean-square error and explain what it measures.,1
Create a sample tweet about the latest news in the technology sector.,0
What is the difference between qualitative and quantitative research?,0
Write a 5-sentence paragraph about the importance of preserving the environment.,1
Name three methods for reducing noise levels in a classroom.,0
"Describe the concept of ""cause and effect"" in a few sentences.",1
What was the most significant event in the history of philosophy?,1
"Find out the average temperature in the given city.
Berlin",1
"Find a sentence in the given section that supports the statement.
However, the fact that it is possible to reuse and reconfigure existing Machine Learning systems means that organizations do not have to start from scratch each time they need to build a new system.

Section: Machine Learning is a relatively new but rapidly developing field",1
